S	0	664	*	*	*	*	*	JQ004580	*
H	19	624	100.0	.	0	0	=JX518608	JX518607	KJ576698
H	19	624	100.0	.	0	0	=JX518608	JX518608	KJ576698
S	43	613	*	*	*	*	*	KF907571	*
H	43	613	100.0	.	0	0	=	KF907572	KF907571
H	43	613	100.0	.	0	0	=	KF907566	KF907571
H	43	613	100.0	.	0	0	=	KF907570	KF907571
H	43	613	100.0	.	0	0	=	KF907569	KF907571
H	43	613	100.0	.	0	0	=	KF907573	KF907571
S	44	643	*	*	*	*	*	KF907509	*
H	44	643	100.0	.	0	0	=	KF907510	KF907509
H	44	643	100.0	.	0	0	=	KF907511	KF907509
H	44	643	100.0	.	0	0	=	KF907512	KF907509
H	44	643	100.0	.	0	0	=	KF907514	KF907509
H	44	643	100.0	.	0	0	=	KF907513	KF907509
S	45	504	*	*	*	*	*	JX474347	*
H	45	504	100.0	.	0	0	=	JX474352	JX474347
H	45	504	100.0	.	0	0	=	JX474347	JX474347
H	45	504	100.0	.	0	0	=	JX474352	JX474347
H	45	504	100.0	.	0	0	=	JX474341	JX474347
H	45	504	100.0	.	0	0	=	JX474341	JX474347
S	46	634	*	*	*	*	*	FJ170756	*
H	46	634	100.0	.	0	0	=	FJ170758	FJ170756
H	46	634	100.0	.	0	0	=	FJ170757	FJ170756
H	46	634	100.0	.	0	0	=	FJ170758	FJ170756
H	46	634	100.0	.	0	0	=	FJ170757	FJ170756
H	46	634	100.0	.	0	0	=	FJ170756	FJ170756
H	19	505	100.0	+	0	0	111I505M94I	JX474332	KJ576698
H	19	505	100.0	.	0	0	=JX474332	JX474330	KJ576698
H	19	505	100.0	.	0	0	=JX474332	JX474332	KJ576698
H	19	505	100.0	.	0	0	=JX474332	JX474329	KJ576698
H	19	505	100.0	.	0	0	=JX474332	JX474330	KJ576698
H	19	505	100.0	.	0	0	=JX474332	JX474329	KJ576698
S	47	635	*	*	*	*	*	FJ170754	*
H	47	635	100.0	.	0	0	=	FJ170753	FJ170754
H	47	635	100.0	.	0	0	=	FJ170744	FJ170754
H	47	635	100.0	.	0	0	=	FJ170744	FJ170754
H	47	635	100.0	.	0	0	=	FJ170753	FJ170754
H	47	635	100.0	.	0	0	=	FJ170754	FJ170754
S	48	738	*	*	*	*	*	JX036268	*
H	48	738	100.0	.	0	0	=	JX036253	JX036268
H	48	738	100.0	.	0	0	=	JX036251	JX036268
H	48	738	100.0	.	0	0	=	JX036178	JX036268
H	48	738	100.0	.	0	0	=	JX036168	JX036268
H	48	738	100.0	.	0	0	=	JX036169	JX036268
S	49	835	*	*	*	*	*	GU339204	*
H	49	835	100.0	.	0	0	=	GU339209	GU339204
H	49	835	100.0	.	0	0	=	GU339205	GU339204
H	49	835	100.0	.	0	0	=	GU339206	GU339204
H	49	835	100.0	.	0	0	=	GU339208	GU339204
H	49	835	100.0	.	0	0	=	GU339207	GU339204
S	50	665	*	*	*	*	*	JQ004628	*
H	50	665	100.0	.	0	0	=	JQ004627	JQ004628
H	50	665	100.0	.	0	0	=	JQ004631	JQ004628
H	50	665	100.0	.	0	0	=	JQ004631	JQ004628
H	50	665	100.0	.	0	0	=	JQ004628	JQ004628
H	50	665	100.0	.	0	0	=	JQ004627	JQ004628
S	51	667	*	*	*	*	*	AB573845	*
H	51	667	100.0	.	0	0	=	AB627381	AB573845
H	51	667	100.0	.	0	0	=	AB627377	AB573845
H	51	667	100.0	.	0	0	=	AB627376	AB573845
H	51	667	100.0	.	0	0	=	AB627368	AB573845
H	51	667	100.0	.	0	0	=	AB627414	AB573845
S	52	633	*	*	*	*	*	FJ170711	*
H	52	633	100.0	.	0	0	=	FJ170712	FJ170711
H	52	633	100.0	.	0	0	=	FJ170517	FJ170711
H	52	633	100.0	.	0	0	=	FJ170711	FJ170711
H	52	633	100.0	.	0	0	=	FJ170712	FJ170711
H	52	633	100.0	.	0	0	=	FJ170517	FJ170711
H	19	683	100.0	+	0	0	5I683M22I	AF453263	KJ576698
H	19	683	100.0	.	0	0	=AF453263	AF453263	KJ576698
H	19	683	100.0	.	0	0	=AF453263	AF453260	KJ576698
H	19	683	100.0	.	0	0	=AF453263	AF453260	KJ576698
H	19	675	100.0	.	0	0	=AF453263	AF453264	KJ576698
H	19	675	100.0	.	0	0	=AF453263	AF453264	KJ576698
S	53	631	*	*	*	*	*	FJ170584	*
H	53	631	100.0	.	0	0	=	FJ170584	FJ170584
H	53	631	100.0	.	0	0	=	FJ170497	FJ170584
H	53	631	100.0	.	0	0	=	FJ170493	FJ170584
H	53	631	100.0	.	0	0	=	FJ170497	FJ170584
H	53	631	100.0	.	0	0	=	FJ170493	FJ170584
S	54	633	*	*	*	*	*	FJ170551	*
H	54	633	100.0	.	0	0	=	FJ170675	FJ170551
H	54	633	100.0	.	0	0	=	FJ170620	FJ170551
H	54	633	100.0	.	0	0	=	FJ170675	FJ170551
H	54	633	100.0	.	0	0	=	FJ170620	FJ170551
H	54	633	100.0	.	0	0	=	FJ170551	FJ170551
S	55	633	*	*	*	*	*	JN204746	*
H	55	633	100.0	.	0	0	=	JN204835	JN204746
H	55	633	100.0	.	0	0	=	JN204746	JN204746
H	55	633	100.0	.	0	0	=	KF907541	JN204746
H	55	633	100.0	.	0	0	=	JN204835	JN204746
S	56	635	*	*	*	*	*	EU551499	*
H	56	635	100.0	.	0	0	=	EU551482	EU551499
H	56	635	100.0	.	0	0	=	EU551505	EU551499
H	56	634	100.0	.	0	0	=	EU551487	EU551499
H	56	605	100.0	.	0	0	=	EU551506	EU551499
H	19	628	100.0	+	0	0	72I628M10I	EU551542	KJ576698
H	19	628	100.0	.	0	0	=EU551542	EU551542	KJ576698
H	19	628	100.0	.	0	0	=EU551542	EU551541	KJ576698
H	19	628	100.0	.	0	0	=EU551542	EU551543	KJ576698
H	19	628	100.0	.	0	0	=EU551542	EU551541	KJ576698
S	57	669	*	*	*	*	*	JF831911	*
H	57	669	100.0	.	0	0	=	JF831918	JF831911
H	57	669	100.0	.	0	0	=	JF831912	JF831911
H	57	669	100.0	.	0	0	=	JF831911	JF831911
H	57	669	100.0	.	0	0	=	JF831910	JF831911
H	27	554	100.0	+	0	0	103I554M64I	GU252202	KJ754286
H	27	554	100.0	.	0	0	=GU252202	GU252206	KJ754286
H	27	554	100.0	.	0	0	=GU252202	GU252205	KJ754286
H	27	554	100.0	.	0	0	=GU252202	GU252194	KJ754286
H	27	554	100.0	.	0	0	=GU252202	GU252193	KJ754286
S	58	554	*	*	*	*	*	GU252171	*
H	58	554	100.0	.	0	0	=	GU252189	GU252171
H	58	554	100.0	.	0	0	=	GU252188	GU252171
H	58	554	100.0	.	0	0	=	GU252191	GU252171
H	0	685	100.0	+	0	0	11I653M32D	JQ004603	JQ004580
H	0	685	100.0	.	0	0	=JQ004603	JQ004603	JQ004580
H	0	635	100.0	.	0	0	=JQ004603	JQ004561	JQ004580
H	0	635	100.0	.	0	0	=JQ004603	JQ004561	JQ004580
S	59	504	*	*	*	*	*	JX474346	*
H	59	504	100.0	.	0	0	=	JX474351	JX474346
H	59	504	100.0	.	0	0	=	JX474346	JX474346
H	59	504	100.0	.	0	0	=	JX474351	JX474346
S	60	652	*	*	*	*	*	JQ004575	*
H	60	652	100.0	.	0	0	=	JQ004574	JQ004575
H	60	652	100.0	.	0	0	=	JQ004575	JQ004575
H	60	652	100.0	.	0	0	=	JQ004574	JQ004575
S	61	647	*	*	*	*	*	JN204795	*
H	61	647	100.0	.	0	0	=	JN204793	JN204795
H	61	647	100.0	.	0	0	=	JN204793	JN204795
H	61	647	100.0	.	0	0	=	JN204795	JN204795
S	62	675	*	*	*	*	*	EF457775	*
H	62	675	100.0	.	0	0	=	EF457775	EF457775
H	62	675	100.0	.	0	0	=	EF457776	EF457775
H	62	675	100.0	.	0	0	=	EF457776	EF457775
S	63	632	*	*	*	*	*	FJ170566	*
H	63	632	100.0	.	0	0	=	FJ170566	FJ170566
H	63	632	100.0	.	0	0	=	FJ170677	FJ170566
H	63	632	100.0	.	0	0	=	FJ170677	FJ170566
H	18	675	100.0	+	0	0	9I675M26I	AY444766	KJ576648
H	18	675	100.0	.	0	0	=AY444766	AY444766	KJ576648
H	18	675	100.0	.	0	0	=AY444766	AY444763	KJ576648
H	18	675	100.0	.	0	0	=AY444766	AY444763	KJ576648
H	24	616	100.0	+	0	0	113I556M60D	KJ027690	JF831921
H	24	616	100.0	.	0	0	=KJ027690	KJ027689	JF831921
H	24	616	100.0	.	0	0	=KJ027690	KJ027692	JF831921
H	24	616	100.0	.	0	0	=KJ027690	KJ027691	JF831921
S	64	507	*	*	*	*	*	JX474344	*
H	64	507	100.0	.	0	0	=	JX474324	JX474344
H	64	507	100.0	.	0	0	=	JX474324	JX474344
H	64	507	100.0	.	0	0	=	JX474344	JX474344
H	27	631	100.0	+	0	0	58I631M32I	EU551526	KJ754286
H	27	631	100.0	.	0	0	=EU551526	EU551546	KJ754286
H	27	631	100.0	.	0	0	=EU551526	EU551547	KJ754286
H	27	623	100.0	.	0	0	=EU551526	EU551527	KJ754286
S	65	633	*	*	*	*	*	FJ170554	*
H	65	633	100.0	.	0	0	=	FJ170561	FJ170554
H	65	633	100.0	.	0	0	=	FJ170554	FJ170554
H	65	633	100.0	.	0	0	=	FJ170561	FJ170554
S	66	633	*	*	*	*	*	FJ170691	*
H	66	633	100.0	.	0	0	=	FJ170509	FJ170691
H	66	633	100.0	.	0	0	=	FJ170691	FJ170691
H	66	633	100.0	.	0	0	=	FJ170509	FJ170691
S	67	507	*	*	*	*	*	JX474361	*
H	67	507	100.0	.	0	0	=	JX474361	JX474361
H	67	507	100.0	.	0	0	=	JX474360	JX474361
H	67	507	100.0	.	0	0	=	JX474360	JX474361
S	68	506	*	*	*	*	*	JX474358	*
H	68	506	100.0	.	0	0	=	JX474367	JX474358
H	68	506	100.0	.	0	0	=	JX474367	JX474358
H	68	506	100.0	.	0	0	=	JX474358	JX474358
H	55	593	100.0	+	0	0	7D586M47I	AF389924	JN204746
H	55	593	100.0	.	0	0	=AF389924	AF389924	JN204746
H	55	572	100.0	.	0	0	=AF389924	AF389930	JN204746
H	55	572	100.0	.	0	0	=AF389924	AF389930	JN204746
S	69	506	*	*	*	*	*	JX474362	*
H	69	506	100.0	.	0	0	=	JX474359	JX474362
H	69	506	100.0	.	0	0	=	JX474359	JX474362
H	69	506	100.0	.	0	0	=	JX474362	JX474362
S	70	667	*	*	*	*	*	KF026249	*
H	70	667	100.0	.	0	0	=	KF026238	KF026249
H	70	667	100.0	.	0	0	=	KF026239	KF026249
H	70	667	100.0	.	0	0	=	KF026264	KF026249
H	62	507	100.0	+	0	0	100I507M68I	JX474345	EF457775
H	62	507	100.0	.	0	0	=JX474345	JX474328	EF457775
H	62	507	100.0	.	0	0	=JX474345	JX474328	EF457775
H	62	507	100.0	.	0	0	=JX474345	JX474345	EF457775
S	71	647	*	*	*	*	*	JN204833	*
H	71	647	100.0	.	0	0	=	JN204743	JN204833
H	71	647	100.0	.	0	0	=	JN204743	JN204833
H	71	647	100.0	.	0	0	=	JN204833	JN204833
S	72	643	*	*	*	*	*	GQ375387	*
H	72	643	100.0	.	0	0	=	GQ375367	GQ375387
H	72	643	100.0	.	0	0	=	GQ375387	GQ375387
H	72	643	100.0	.	0	0	=	GQ375367	GQ375387
H	30	637	100.0	+	0	0	10I624M13D	EU715045	JN204761
H	30	637	100.0	.	0	0	=EU715045	EU715044	JN204761
H	30	637	100.0	.	0	0	=EU715045	EU715045	JN204761
H	30	637	100.0	.	0	0	=EU715045	EU715044	JN204761
H	9	709	100.0	+	0	0	49D634M26D	KJ576644	FJ170732
H	9	709	100.0	.	0	0	=KJ576644	KJ576702	FJ170732
H	9	683	100.0	.	0	0	=KJ576644	AF242457	FJ170732
H	9	683	100.0	.	0	0	=KJ576644	AF242457	FJ170732
H	0	663	100.0	+	0	0	I663M	JQ004536	JQ004580
H	0	663	100.0	.	0	0	=JQ004536	JQ004541	JQ004580
H	0	663	100.0	.	0	0	=JQ004536	JQ004536	JQ004580
H	0	663	100.0	.	0	0	=JQ004536	JQ004541	JQ004580
S	73	254	*	*	*	*	*	KC740609	*
H	73	254	100.0	.	0	0	=	KC740617	KC740609
H	73	254	100.0	.	0	0	=	KC740603	KC740609
H	73	254	100.0	.	0	0	=	KC740601	KC740609
S	74	633	*	*	*	*	*	FJ170714	*
H	74	633	100.0	.	0	0	=	FJ170714	FJ170714
H	74	633	100.0	.	0	0	=	FJ170553	FJ170714
H	74	633	100.0	.	0	0	=	FJ170553	FJ170714
S	75	665	*	*	*	*	*	JQ004626	*
H	75	665	100.0	.	0	0	=	JQ004625	JQ004626
H	75	665	100.0	.	0	0	=	JQ004625	JQ004626
H	75	665	100.0	.	0	0	=	JQ004626	JQ004626
H	67	640	100.0	+	0	0	45D507M88D	HQ026211	JX474361
H	67	640	100.0	.	0	0	=HQ026211	HQ026211	JX474361
H	67	632	100.0	.	0	0	=HQ026211	HQ026210	JX474361
H	67	632	100.0	.	0	0	=HQ026211	HQ026210	JX474361
S	76	633	*	*	*	*	*	FJ170531	*
H	76	633	100.0	.	0	0	=	FJ170612	FJ170531
H	76	633	100.0	.	0	0	=	FJ170612	FJ170531
H	76	633	100.0	.	0	0	=	FJ170531	FJ170531
S	77	611	*	*	*	*	*	KF907561	*
H	77	611	100.0	.	0	0	=	KF907562	KF907561
H	77	611	100.0	.	0	0	=	KF907574	KF907561
H	77	611	100.0	.	0	0	=	KF907547	KF907561
S	78	663	*	*	*	*	*	JX509859	*
H	78	663	100.0	.	0	0	=	JX509855	JX509859
H	78	663	100.0	.	0	0	=	JX509859	JX509859
H	78	663	100.0	.	0	0	=	JX509855	JX509859
H	19	671	100.0	+	0	0	13I671M26I	AY444756	KJ576698
H	19	671	100.0	.	0	0	=AY444756	AY444756	KJ576698
H	19	670	100.0	.	0	0	=AY444756	JQ004609	KJ576698
H	19	670	100.0	.	0	0	=AY444756	JQ004609	KJ576698
S	79	721	*	*	*	*	*	KJ754277	*
H	79	721	100.0	.	0	0	=	KJ754274	KJ754277
H	79	721	100.0	.	0	0	=	KJ754282	KJ754277
H	79	721	100.0	.	0	0	=	KJ754280	KJ754277
S	80	660	*	*	*	*	*	EU795077	*
H	80	660	100.0	.	0	0	=	EU795077	EU795077
H	80	600	100.0	.	0	0	=	AJ293786	EU795077
H	80	600	100.0	.	0	0	=	AJ293786	EU795077
H	61	468	100.0	+	0	0	105I468M74I	FJ406573	JN204795
H	61	468	100.0	.	0	0	=FJ406573	FJ406572	JN204795
H	61	468	100.0	.	0	0	=FJ406573	FJ406572	JN204795
H	61	468	100.0	.	0	0	=FJ406573	FJ406573	JN204795
S	81	644	*	*	*	*	*	JN980140	*
H	81	644	100.0	.	0	0	=	JN980139	JN980140
H	81	644	100.0	.	0	0	=	JN980145	JN980140
H	81	644	100.0	.	0	0	=	JN980146	JN980140
S	82	671	*	*	*	*	*	GQ375359	*
H	82	671	100.0	.	0	0	=	GQ375386	GQ375359
H	82	671	100.0	.	0	0	=	GQ375359	GQ375359
H	82	671	100.0	.	0	0	=	GQ375386	GQ375359
S	83	665	*	*	*	*	*	JQ004622	*
H	83	665	100.0	.	0	0	=	JQ004624	JQ004622
H	83	665	100.0	.	0	0	=	JQ004622	JQ004622
H	83	665	100.0	.	0	0	=	JQ004624	JQ004622
H	21	674	100.0	+	0	0	11I654M20D	JQ004620	JQ004616
H	21	674	100.0	.	0	0	=JQ004620	JQ004620	JQ004616
H	21	664	100.0	.	0	0	=JQ004620	JQ004621	JQ004616
H	21	664	100.0	.	0	0	=JQ004620	JQ004621	JQ004616
H	56	631	100.0	+	0	0	4I631M	EU551497	EU551499
H	56	631	100.0	.	0	0	=EU551497	EU551539	EU551499
H	56	631	100.0	.	0	0	=EU551497	EU551550	EU551499
H	56	631	100.0	.	0	0	=EU551497	EU551549	EU551499
H	57	616	100.0	+	0	0	113I556M60D	KJ027694	JF831911
H	57	616	100.0	.	0	0	=KJ027694	KJ027696	JF831911
H	57	616	100.0	.	0	0	=KJ027694	KJ027695	JF831911
H	57	616	100.0	.	0	0	=KJ027694	KJ027693	JF831911
S	84	634	*	*	*	*	*	FJ170750	*
H	84	634	100.0	.	0	0	=	FJ170751	FJ170750
H	84	634	100.0	.	0	0	=	FJ170751	FJ170750
H	84	634	100.0	.	0	0	=	FJ170750	FJ170750
H	37	645	100.0	+	0	0	81I645M35I	KF907522	AY703904
H	37	645	100.0	.	0	0	=KF907522	KF907521	AY703904
H	37	645	100.0	.	0	0	=KF907522	KF907520	AY703904
S	85	250	*	*	*	*	*	JF414658	*
H	85	250	100.0	.	0	0	=	JF414647	JF414658
H	85	250	100.0	.	0	0	=	JF414650	JF414658
H	18	615	100.0	+	0	0	32I615M63I	KF907550	KJ576648
H	18	615	100.0	.	0	0	=KF907550	KF907564	KJ576648
H	18	615	100.0	.	0	0	=KF907550	KF907560	KJ576648
H	7	644	100.0	+	0	0	3I644M91I	JN204739	JX036257
H	7	644	100.0	.	0	0	=JN204739	JN204732	JX036257
H	7	644	100.0	.	0	0	=JN204739	JN204777	JX036257
H	56	721	100.0	+	0	0	54D635M32D	KJ754258	EU551499
H	56	721	100.0	.	0	0	=KJ754258	KJ754261	EU551499
H	56	721	100.0	.	0	0	=KJ754258	KJ754262	EU551499
S	86	645	*	*	*	*	*	JN204776	*
H	86	645	100.0	.	0	0	=	JN204791	JN204776
H	86	645	100.0	.	0	0	=	JN204742	JN204776
S	87	667	*	*	*	*	*	AB573851	*
H	87	667	100.0	.	0	0	=	AB573852	AB573851
H	87	667	100.0	.	0	0	=	AB573853	AB573851
S	88	661	*	*	*	*	*	AB573859	*
H	88	661	100.0	.	0	0	=	AB573858	AB573859
H	88	661	100.0	.	0	0	=	AB573860	AB573859
H	48	644	100.0	+	0	0	3I644M91I	JN204736	JX036268
H	48	644	100.0	.	0	0	=JN204736	JN204730	JX036268
H	48	644	100.0	.	0	0	=JN204736	JN204773	JX036268
S	89	661	*	*	*	*	*	JQ004595	*
H	89	661	100.0	.	0	0	=	JQ004599	JQ004595
H	89	661	100.0	.	0	0	=	JQ004565	JQ004595
H	81	251	100.0	+	0	0	214I251M179I	JF414649	JN980140
H	81	251	100.0	.	0	0	=JF414649	JF414648	JN980140
H	81	251	100.0	.	0	0	=JF414649	JF414646	JN980140
S	90	582	*	*	*	*	*	KF026244	*
H	90	582	100.0	.	0	0	=	KF026234	KF026244
H	90	582	100.0	.	0	0	=	KF026233	KF026244
S	91	666	*	*	*	*	*	AB627402	*
H	91	666	100.0	.	0	0	=	AB627426	AB627402
H	91	666	100.0	.	0	0	=	AB627427	AB627402
H	19	684	100.0	+	0	0	48I662M22D	KJ754215	KJ576698
H	19	671	100.0	.	0	0	=KJ754215	GQ375316	KJ576698
H	19	671	100.0	.	0	0	=KJ754215	GQ375316	KJ576698
S	92	661	*	*	*	*	*	JQ004572	*
H	92	661	100.0	.	0	0	=	JQ004594	JQ004572
H	92	661	100.0	.	0	0	=	JQ004554	JQ004572
H	13	539	100.0	+	0	0	21I539M64I	EF523356	FJ418566
H	13	539	100.0	.	0	0	=EF523356	EF523352	FJ418566
H	13	539	100.0	.	0	0	=EF523356	EF523355	FJ418566
S	93	645	*	*	*	*	*	KF907518	*
H	93	645	100.0	.	0	0	=	KF907517	KF907518
H	93	645	100.0	.	0	0	=	KF907519	KF907518
H	93	667	100.0	+	0	0	9D645M13D	AF344176	KF907518
H	93	667	100.0	.	0	0	=AF344176	AF344175	KF907518
H	93	667	100.0	.	0	0	=AF344176	AF344177	KF907518
H	13	595	100.0	+	0	0	15D580M44I	KJ413046	FJ418566
H	13	595	100.0	.	0	0	=KJ413046	KJ413047	FJ418566
H	13	595	100.0	.	0	0	=KJ413046	KJ413050	FJ418566
S	94	751	*	*	*	*	*	DQ133475	*
H	94	751	100.0	.	0	0	=	DQ133479	DQ133475
S	95	682	*	*	*	*	*	AF242460	*
H	95	682	100.0	.	0	0	=	AF242460	AF242460
S	96	506	*	*	*	*	*	JX474356	*
H	96	506	100.0	.	0	0	=	JX474356	JX474356
S	97	471	*	*	*	*	*	EU795076	*
H	97	471	100.0	.	0	0	=	EU795076	EU795076
S	98	682	*	*	*	*	*	AF242464	*
H	98	682	100.0	.	0	0	=	AF242464	AF242464
S	99	742	*	*	*	*	*	JX036166	*
H	99	742	100.0	.	0	0	=	JX036166	JX036166
S	100	688	*	*	*	*	*	EU795061	*
H	100	688	100.0	.	0	0	=	EU795061	EU795061
S	101	589	*	*	*	*	*	FM945346	*
H	101	589	100.0	.	0	0	=	FM945346	FM945346
S	102	687	*	*	*	*	*	AY804021	*
H	102	687	100.0	.	0	0	=	AY804021	AY804021
S	103	739	*	*	*	*	*	EU795073	*
H	103	739	100.0	.	0	0	=	EU795073	EU795073
S	104	570	*	*	*	*	*	JQ314485	*
H	104	570	100.0	.	0	0	=	JQ314485	JQ314485
S	105	732	*	*	*	*	*	JQ993764	*
H	105	732	100.0	.	0	0	=	JQ993765	JQ993764
S	106	739	*	*	*	*	*	EU795082	*
H	106	739	100.0	.	0	0	=	EU795082	EU795082
S	107	1476	*	*	*	*	*	AM159209	*
H	107	1476	100.0	.	0	0	=	AM159209	AM159209
S	108	1292	*	*	*	*	*	AJ249568	*
H	108	1292	100.0	.	0	0	=	AJ249568	AJ249568
S	109	740	*	*	*	*	*	EU795057	*
H	109	740	100.0	.	0	0	=	EU795057	EU795057
S	110	570	*	*	*	*	*	GU124702	*
H	110	570	100.0	.	0	0	=	GU124702	GU124702
S	111	732	*	*	*	*	*	JQ993767	*
H	111	732	100.0	.	0	0	=	JQ993769	JQ993767
S	112	547	*	*	*	*	*	EU795059	*
H	112	547	100.0	.	0	0	=	EU795059	EU795059
S	113	504	*	*	*	*	*	JX474327	*
H	113	504	100.0	.	0	0	=	JX474327	JX474327
S	114	540	*	*	*	*	*	AF389928	*
H	114	540	100.0	.	0	0	=	AF389928	AF389928
S	115	737	*	*	*	*	*	JX036273	*
H	115	737	100.0	.	0	0	=	JX036273	JX036273
S	116	568	*	*	*	*	*	KF026254	*
H	116	568	100.0	.	0	0	=	KF026226	KF026254
S	117	503	*	*	*	*	*	EU683440	*
H	117	503	100.0	.	0	0	=	EU683440	EU683440
S	118	414	*	*	*	*	*	DQ660908	*
H	118	414	100.0	.	0	0	=	DQ660908	DQ660908
S	119	1190	*	*	*	*	*	AJ249571	*
H	119	1190	100.0	.	0	0	=	AJ249571	AJ249571
S	120	571	*	*	*	*	*	GU124709	*
H	120	571	100.0	.	0	0	=	GU124709	GU124709
H	29	710	100.0	+	0	0	50D624M36D	KJ576691	JX518609
H	29	710	100.0	.	0	0	=KJ576691	KJ576665	JX518609
S	121	1123	*	*	*	*	*	EF457764	*
H	121	1123	100.0	.	0	0	=	EF457764	EF457764
S	122	1510	*	*	*	*	*	AM159203	*
H	122	1510	100.0	.	0	0	=	AM159203	AM159203
S	123	573	*	*	*	*	*	EU717917	*
H	123	573	100.0	.	0	0	=	EU717917	EU717917
S	124	578	*	*	*	*	*	FJ792798	*
H	124	578	100.0	.	0	0	=	FJ792798	FJ792798
S	125	2889	*	*	*	*	*	Z68700	*
H	125	2889	100.0	.	0	0	=	Z68700	Z68700
S	126	573	*	*	*	*	*	EU717916	*
H	126	573	100.0	.	0	0	=	EU717916	EU717916
S	127	1152	*	*	*	*	*	AJ249570	*
H	127	1152	100.0	.	0	0	=	AJ249570	AJ249570
S	128	1127	*	*	*	*	*	EF457759	*
H	128	1127	100.0	.	0	0	=	EF457759	EF457759
H	29	571	100.0	+	0	0	36I571M17I	GU124700	JX518609
H	29	571	100.0	.	0	0	=GU124700	GU124700	JX518609
S	129	752	*	*	*	*	*	AY703899	*
H	129	752	100.0	.	0	0	=	AY703899	AY703899
S	130	834	*	*	*	*	*	AJ969532	*
H	130	834	100.0	.	0	0	=	AJ969532	AJ969532
S	131	834	*	*	*	*	*	JQ004570	*
H	131	834	100.0	.	0	0	=	JQ004570	JQ004570
S	132	710	*	*	*	*	*	AJ511350	*
H	132	710	100.0	.	0	0	=	AJ511350	AJ511350
S	133	1098	*	*	*	*	*	AY303139	*
H	133	1098	100.0	.	0	0	=	AY303139	AY303139
S	134	671	*	*	*	*	*	GQ375325	*
H	134	671	100.0	.	0	0	=	GQ375325	GQ375325
S	135	670	*	*	*	*	*	GQ375324	*
H	135	670	100.0	.	0	0	=	GQ375324	GQ375324
S	136	671	*	*	*	*	*	GQ375319	*
H	136	671	100.0	.	0	0	=	GQ375319	GQ375319
S	137	657	*	*	*	*	*	AF345891	*
H	137	657	100.0	.	0	0	=	AF345891	AF345891
S	138	660	*	*	*	*	*	EU416219	*
H	138	660	100.0	.	0	0	=	EU416219	EU416219
S	139	666	*	*	*	*	*	AB627396	*
H	139	666	100.0	.	0	0	=	AB630327	AB627396
S	140	666	*	*	*	*	*	AY444768	*
H	140	666	100.0	.	0	0	=	AY444768	AY444768
S	141	670	*	*	*	*	*	KF026231	*
H	141	670	100.0	.	0	0	=	KF026267	KF026231
S	142	663	*	*	*	*	*	JX509839	*
H	142	663	100.0	.	0	0	=	JX509839	JX509839
S	143	655	*	*	*	*	*	JX144655	*
H	143	655	100.0	.	0	0	=	JX144655	JX144655
H	21	649	100.0	+	0	0	29I636M13D	HQ026222	JQ004616
H	21	649	100.0	.	0	0	=HQ026222	HQ026222	JQ004616
S	144	672	*	*	*	*	*	GQ375330	*
H	144	672	100.0	.	0	0	=	GQ375330	GQ375330
S	145	647	*	*	*	*	*	JN204810	*
H	145	647	100.0	.	0	0	=	JN204810	JN204810
S	146	673	*	*	*	*	*	AF242469	*
H	146	673	100.0	.	0	0	=	AF242469	AF242469
S	147	672	*	*	*	*	*	AY444765	*
H	147	672	100.0	.	0	0	=	AY444765	AY444765
S	148	653	*	*	*	*	*	EU715056	*
H	148	653	100.0	.	0	0	=	EU715056	EU715056
S	149	671	*	*	*	*	*	GQ375320	*
H	149	671	100.0	.	0	0	=	GQ375320	GQ375320
H	72	652	100.0	+	0	0	9D643M	GQ375368	GQ375387
H	72	652	100.0	.	0	0	=GQ375368	GQ375368	GQ375387
S	150	652	*	*	*	*	*	JX144652	*
H	150	652	100.0	.	0	0	=	JX144652	JX144652
S	151	671	*	*	*	*	*	AY444761	*
H	151	671	100.0	.	0	0	=	AY444761	AY444761
S	152	671	*	*	*	*	*	GQ375323	*
H	152	671	100.0	.	0	0	=	GQ375323	GQ375323
S	153	671	*	*	*	*	*	GQ375329	*
H	153	671	100.0	.	0	0	=	GQ375329	GQ375329
S	154	671	*	*	*	*	*	GQ375353	*
H	154	671	100.0	.	0	0	=	GQ375353	GQ375353
S	155	672	*	*	*	*	*	GQ375331	*
H	155	672	100.0	.	0	0	=	GQ375331	GQ375331
S	156	647	*	*	*	*	*	KF907539	*
H	156	647	100.0	.	0	0	=	KF907538	KF907539
S	157	677	*	*	*	*	*	AF453265	*
H	157	677	100.0	.	0	0	=	AF453265	AF453265
S	158	675	*	*	*	*	*	AY444762	*
H	158	675	100.0	.	0	0	=	AY444762	AY444762
S	159	647	*	*	*	*	*	JN204751	*
H	159	647	100.0	.	0	0	=	JN204751	JN204751
S	160	653	*	*	*	*	*	HQ026228	*
H	160	653	100.0	.	0	0	=	HQ026228	HQ026228
S	161	661	*	*	*	*	*	JQ004549	*
H	161	661	100.0	.	0	0	=	JQ004550	JQ004549
S	162	667	*	*	*	*	*	KF026278	*
H	162	667	100.0	.	0	0	=	KF026263	KF026278
S	163	667	*	*	*	*	*	AB627394	*
H	163	667	100.0	.	0	0	=	AB627393	AB627394
S	164	663	*	*	*	*	*	AY842268	*
H	164	663	100.0	.	0	0	=	AY842268	AY842268
S	165	667	*	*	*	*	*	KF026268	*
H	165	667	100.0	.	0	0	=	KF026236	KF026268
