Accession	Group	Representative	Host	Species	Clade	Strain	Location	Author	Reference	Pubmed	Gene	Date
JQ004531	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004532	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004533	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004534	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004535	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004536	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004537	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004538	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004539	UNIQUE	IN TREE	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004540	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004541	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004542	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004543	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia sp.	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004544	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004545	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004546	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004547	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004548	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004556	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004557	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004558	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004559	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004560	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004561	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004562	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004563	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004564	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004567	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia sp.	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004568	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia sp.	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004580	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004581	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004582	UNIQUE	IN TREE	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004583	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004584	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004585	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004586	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004587	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004588	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004589	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004590	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004591	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004592	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004593	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004600	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004601	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004602	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004603	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004604	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004605	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004606	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004607	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004608	UNIQUE	IN TREE	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004614	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004615	Group 182	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004616	Group 180	IN TREE	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004617	Group 180	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004618	Group 180	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004619	Group 180	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004620	Group 180	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004621	Group 180	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004622	Group 222	IN TREE	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004623	Group 180	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004624	Group 222	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004625	Group 216	IN TREE	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004626	Group 216	REDUNDANT	Umbilicaria esculenta	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004609	Group 109	REDUNDANT	Umbilicaria flocculosa	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004610	Group 186	IN TREE	Umbilicaria flocculosa	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004611	Group 186	REDUNDANT	Umbilicaria flocculosa	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004612	Group 186	REDUNDANT	Umbilicaria flocculosa	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004613	Group 186	REDUNDANT	Umbilicaria flocculosa	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
AJ431581	Group 127	IN TREE	Umbilicaria kappeni	Trebouxia jamesii	T. jamesii			Romeike	Mol. Biol. Evol. 19 (8)  1209-1217 (2002) 	12140232	ITS	130601
AJ431582	Group 109	REDUNDANT	Umbilicaria kappeni	Trebouxia jamesii	T. jamesii			Romeike	Mol. Biol. Evol. 19 (8)  1209-1217 (2002) 	12140232	ITS	130601
AJ315854	Group 127	REDUNDANT	Umbilicaria kappenii	Trebouxia jamesii	T. jamesii			Romeike	Mol. Biol. Evol. 19 (8)  1209-1217 (2002) 	12140232	ITS	130601
AJ318780	UNIQUE	IN TREE	Umbilicaria kappenii	Trebouxia impressa	T. impressa			Romeike	Mol. Biol. Evol. 19 (8)  1209-1217 (2002) 	12140232	ITS	130601
JQ004627	Group 187	REDUNDANT	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004628	Group 187	REDUNDANT	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004629	Group 188	REDUNDANT	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004630	Group 187	IN TREE	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004631	Group 187	REDUNDANT	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004632	UNIQUE	IN TREE	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004633	UNIQUE	IN TREE	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004634	Group 180	REDUNDANT	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004635	Group 180	REDUNDANT	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004636	Group 188	IN TREE	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
JQ004637	UNIQUE	IN TREE	Umbilicaria muehlenbergii	Trebouxia jamesii	T. jamesii			Nan	Unpublished  		ITS	130601
AJ431585	Group 109	REDUNDANT	Umbilicaria umbilicarioides	Trebouxia jamesii	T. jamesii			Romeike	Mol. Biol. Evol. 19 (8)  1209-1217 (2002) 	12140232	ITS	130601
AJ431586	Group 127	REDUNDANT	Umbilicaria umbilicarioides	Trebouxia jamesii	T. jamesii			Romeike	Mol. Biol. Evol. 19 (8)  1209-1217 (2002) 	12140232	ITS	130601
AJ431587	Group 109	REDUNDANT	Umbilicaria umbilicarioides	Trebouxia jamesii	T. jamesii			Romeike	Mol. Biol. Evol. 19 (8)  1209-1217 (2002) 	12140232	ITS	130601
AJ431590	Group 109	REDUNDANT	Umbilicaria umbilicarioides	Trebouxia jamesii	T. jamesii			Romeike	Mol. Biol. Evol. 19 (8)  1209-1217 (2002) 	12140232	ITS	130601
JX036160	UNIQUE	IN TREE	unidentified lichen	Trebouxia sp.	T. sp. 4			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
AF242471	UNIQUE	IN TREE	Usnea arizonica	Trebouxia sp.	T. impressa			Kroken	Bryologist 103 (4)  645-660 (2000) 		ITS	130601
AJ249573	UNIQUE	IN TREE	Usnea filipendula	Trebouxia usneae	T. corticola	UTEX 2235		Friedl	Mol. Phylogenet. Evol. 14 (3)  342-352 (2000) 	10712840	ITS	130601
EU416223	UNIQUE	IN TREE	Usnea glabrata	Trebouxia sp.	T. impressa			Piercey-Normore	Unpublished  		ITS	130601
FJ406573	Group 109	REDUNDANT	Usnea lambii	Trebouxia jamesii	T. jamesii			Engelen	Unpublished  		ITS	130601
EU683442	UNIQUE	IN TREE	Usnea lapponica	Trebouxia sp.	T. impressa			Doering	Unpublished  		ITS	130601
JN848816	UNIQUE	IN TREE	Usnea longissima	Trebouxia sp.	T. impressa			Tang	Unpublished  		ITS	130601
AM159213	UNIQUE	IN TREE	Xanthomendoza sp.	Trebouxia sp.	T. gelatinosa			Nyati	Unpublished  		ITS	130601
EU416215	UNIQUE	IN TREE	Xanthoparmelia chlorochroa	Trebouxia sp.	T. asymmetrica			Piercey-Normore	Unpublished  		ITS	130601
AM920667	Group 55	REDUNDANT	Xanthoparmelia conspersa	Trebouxia incrustata	T. incrustata			Peksa	Symbiosis 46  153-160 (2008) 		ITS	130601
JQ004552	UNIQUE	IN TREE	Xanthoparmelia sp.	Trebouxia sp.	T. incrustata			Nan	Unpublished  		ITS	130601
JQ004597	UNIQUE	IN TREE	Xanthoparmelia sp.	Trebouxia sp.	T. showmanii			Nan	Unpublished  		ITS	130601
FJ792801	Group 54	REDUNDANT	Xanthoparmelia tinctina	Trebouxia incrustata	T. incrustata			Gasulla	Unpublished  		ITS	130601
AJ969505	UNIQUE	IN TREE	Xanthoria borealis	Trebouxia sp.	T. sp. 4			Nyati	Unpublished  		ITS	130601
AJ969506	UNIQUE	IN TREE	Xanthoria borealis	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969507	UNIQUE	IN TREE	Xanthoria borealis	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969524	UNIQUE	IN TREE	Xanthoria calcicola	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969536	NOT INCLUDED	NOT INCLUDED	Xanthoria calcicola	Trebouxia sp.				Nyati	Unpublished  		ITS	130601
AJ969542	UNIQUE	IN TREE	Xanthoria calcicola	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969552	UNIQUE	IN TREE	Xanthoria calcicola	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969569	UNIQUE	IN TREE	Xanthoria candelaria	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969576	Group 40	REDUNDANT	Xanthoria candelaria	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969591	Group 31	REDUNDANT	Xanthoria capensis	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969523	UNIQUE	IN TREE	Xanthoria ectaneoides	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969537	UNIQUE	IN TREE	Xanthoria ectaneoides	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969538	UNIQUE	IN TREE	Xanthoria ectaneoides	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969539	Group 22	REDUNDANT	Xanthoria ectaneoides	Trebouxia sp.	T. sp. 4			Nyati	J. Phycology (2013)  		ITS	130601
AJ969560	Group 17	IN TREE	Xanthoria ectaneoides	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969564	UNIQUE	IN TREE	Xanthoria ectaneoides	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969565	UNIQUE	IN TREE	Xanthoria ectaneoides	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969611	UNIQUE	IN TREE	Xanthoria ectaneoides	Trebouxia arboricola	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969578	UNIQUE	IN TREE	Xanthoria elegans	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969525	UNIQUE	IN TREE	Xanthoria fallax	Trebouxia sp.	T. impressa			Nyati	Unpublished  		ITS	130601
AJ969533	UNIQUE	IN TREE	Xanthoria fallax	Trebouxia sp.	T. impressa			Nyati	Unpublished  		ITS	130601
AJ969540	UNIQUE	IN TREE	Xanthoria flammea	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969534	UNIQUE	IN TREE	Xanthoria hasseana	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969518	UNIQUE	IN TREE	Xanthoria ligulata	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969519	UNIQUE	IN TREE	Xanthoria ligulata	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969528	UNIQUE	IN TREE	Xanthoria ligulata	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969529	UNIQUE	IN TREE	Xanthoria ligulata	Trebouxia arboricola	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969530	UNIQUE	IN TREE	Xanthoria ligulata	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ007387	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia arboricola	T. decolorans			Beck	New Phytol. 139 (4)  709-720 (1998) 		ITS	130601
JF831903	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia aggregata	T. arboricola	UTEX 180		Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831905	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831906	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831907	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831908	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831909	Group 22	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. sp. 4			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831910	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831911	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831912	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831913	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831914	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831915	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831916	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831917	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831918	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831919	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831920	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831921	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831922	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
JF831923	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
AJ969508	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969510	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969511	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969512	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969513	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969514	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969515	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969516	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969517	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969520	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969521	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969522	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969527	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969541	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969543	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969544	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969545	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969546	Group 30	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969547	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969548	Group 30	REDUNDANT	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969549	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969550	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969551	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969553	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969554	Group 39	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969555	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969556	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969557	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969558	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969559	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969561	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969562	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969563	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969567	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969568	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969570	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969571	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969573	Group 31	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969574	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969575	Group 40	REDUNDANT	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969577	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969580	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969581	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969582	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969583	Group 18	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
